"ParokiID","KeuskupanID","NoParoki","NamaParoki","NamaGereja","AlamatParoki","KotaParoki","TeleponParoki","FaxParoki","WebsiteParoki","EmailParoki","PastorParoki","WilayahKeuskupan"
"026.014","026",14,"Kumba","St. Mikhael","Pastoran Katolik Kumba, Tromol Pos 801, Ruteng 86508,","Flores, NTT","0385-21332","","","","-",""
"026.015","026",15,"Labuan Bajo","Roh Kudus","Pastoran Katolik Labuan Bajo, Tromol Pos 801, Ruteng 86508,","Flores, NTT","0385-41128","","","","-",""
"026.016","026",16,"Lawir","St. Maria Pembantu Abadi","Pastoran Katolik Lawir, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.017","026",17,"Lempang Paji","St. Klemens Hofbauer","Pastoran Katolik Lempang Paji, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.018","026",18,"Lengko Ajang","St. Theresia Kanak-kanak Yesus","Pastoran Katolik Lengko Ajang, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.019","026",19,"Lengko Elar","St. Yohanes Pemandi","Pastoran Katolik Lengko Elar, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.020","026",20,"Loce","St. Fransiskus Xaverius","Pastoran Katolik Loce, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.021","026",21,"Mano","St. Paulus","Pastoran Katolik Mano, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.022","026",22,"Mbaumuku","Kristus Raja","Pastoran Katolik Kristus Raja, Tromol Pos 801, Ruteng 86508,","Flores, NTT","0385-22296","","","","-",""
"026.023","026",23,"Mok","St. Agustinus","Pastoran Katolik Mok, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.024","026",24,"Mukun","St. Pius X","Pastoran Katolik Mukun, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.025","026",25,"Nangalanang","St. Wilhelmus","Pastoran Katolik Nangalanang, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.026","026",26,"Nunang","St. Mikhael","Pastoran Katolik Nunang, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.027","026",27,"Orong","Hati Suci Santa Perawan Maria Tak Bercela & St. Stanislaus","Pastoran Katolik Orong, Tromol Pos 801, Tuteng 86508,","Flores, NTT","","","","","-",""
"026.028","026",28,"Pacar","St. Nikolaus Dan Roh Kudus","Pastoran Katolik Pacar, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.029","026",29,"Pagal","Kristus Raja","Pastoran Katolik Pagal, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.030","026",30,"Poco","St. Monfort","Pastoran Katolik Poco, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.031","026",31,"Poka","ST. FRANSISKUS XAVERIUS","Pastoran Katolik Poka, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.032","026",32,"Ponggeok","St. Arnoldus Jansen","Pastoran Katolik Ponggeok, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.033","026",33,"Rangga","St. Theresia Kanak-kanak Yesus & St. Kristoforus","Pastoran Katolik Rangga, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.034","026",34,"Ranggu","St. Fransiskus Xaverius","Pastoran Katolik Ranggu, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.035","026",35,"Pateng / Rego","St. Markus","Pastoran Katolik Pateng, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.036","026",36,"Rejeng-Ketang","St. Perawan Maria Diangkat Ke Surga","Pastoran Katolik Rejeng, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.037","026",37,"Rekas","St. Perawan Maria Penghibur Orang Berdukacita","Pastoran Katolik Rekas, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.038","026",38,"Reo","St. Maria Ratu Rosario Tersuci","Pastoran Katolik Reo, Tromol Pos 801, Ruteng 86508,","Flores, NTT","0385-61016","","","","-",""
"026.039","026",39,"Reweng","St. Yosef","Pastoran Katolik Reweng, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.040","026",40,"RII - Beamese","St. Antonius Padua","Pastoran Katolik Beamese, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.041","026",41,"Katedral Ruteng","St. Perawan Maria Diangkat Ke Surga","Pastoran Katolik Katedral, Tromol Pos 801, Ruteng 86508,","Flores, NTT","0385-21063, 21772","","","","-",""
"026.042","026",42,"Sita","St. Perawan Maria Diangkat Ke Surga","Pastoran Katolik Sita, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.043","026",43,"Tanggar","St. Petrus","Pastoran Katolik Tanggar, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.044","026",44,"Tentang","St,. Fransiskus Assisi","Pastoran Katolik Tentang, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.045","026",45,"Tilir","St. Robertus","Pastoran Katolik Tilir, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.046","026",46,"Timung","Roh Kudus","Pastoran Katolik Timung, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.047","026",47,"Todo","Ratu Para Rasul & St. Hendrikus","Pastoran Katolik Todo, Tromol Pos 801, Ruteng 86508, ","Flores, NTT","","","","","-",""
"026.048","026",48,"Waelengga","St. Arnoldus Yansen & Yosef Freinademets","Pastoran Katolik Waelengga, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.049","026",49,"Waenakeng","St. Familia","Pastoran Katolik Waenakeng, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.050","026",50,"Waerana","St. Maria Menerima Kabar Gembira","Pastoran Katolik Waerana, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.051","026",51,"Wangkung Komodo","St. Maria Dari Fatima","Pastoran Katolik Wangkung Komodo, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.052","026",52,"Kuwu","St. Klaus","Pastoran Katolik St Klaus, Kuwu, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.053","026",53,"Waning","St. Kristoforus","Pastoran Katolik Waning, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.054","026",54,"Werang","St. Klaus","Pastoran Katolik Werang, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.055","026",55,"Wukir","St. Maximilianus Kobe","Pastoran Katolik Wukir, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.056","026",56,"Bari","St. Martinus","Pastoran Katolik Bari, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.057","026",57,"Beamuring","St. Damian","Pastoran Katolik Beamuring, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.058","026",58,"Beokina","St. Antonius","Pastoran Katolik Beokina, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.059","026",59,"Golowelu","Hati Kudus Yesus","Pastoran Katolik Golowelu, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.060","026",60,"Lando","Hati Kudus Yesus","Pastoran Katolik Lando, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.061","026",61,"Langke Majok","St. Pio","Pastoran Katolik Langke Majok, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.062","026",62,"Mamba","Salib Suci","Pastoran Katolik Mamba, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.063","026",63,"Mbata","Teresia dari Kalkuta","Pastoran Katolik Mbata, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.064","026",64,"St. Antonius","St. Paulus","","Ruteng","","","","","-",""
"026.065","026",65,"Mombok","St. Ambrosius","Pastoran Katolik Mombok, Tromol 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.066","026",66,"Nanu","St. Aloisius","Pastoran Katolik Nanu, Tromol 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.067","026",67,"Narang","St. Maria Bunda Segala Bangsa","Pastoran Katolik Narang, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.068","026",68,"Ngkor","St. Wilhelmus","Pastoran Katolik Ngkor, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.069","026",69,"Pota","Hati Yesus Maha Kudus","Pastoran Katolik Pota, Tromol 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.070","026",70,"RUA","Roh Kudus","Pastoran Katolik Rua, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.071","026",71,"Sok Rutung","Kerahiman Allah","Pastoran Katolik Sok Rutung, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.072","026",72,"Waekajong","St. Maria Imaculata","Pastoran Katolik Loce, Tromol 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.073","026",73,"Wajur","St. Yosef Freinademetz","Pastoran Katolik Wajur, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.074","026",74,"Wangkung Rahong","St. Jakobus","Pastoran Katolik Wangkung, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.075","026",75,"Watunggong","St. Eduardus","Pastoran Katolik Watunggong, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.076","026",76,"Weleng","St. Agustinus","Pastoran Katolik Weleng, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.077","026",77,"Mbeling","St. Antonius","Pastoran Katolik Mbeling, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"027.001","027",1,"Katedral / Samarinda","St. Maria Pembantu Senantiasa ","Jl Jend. Sudirman No.36, Kotak Pos 102,","Samarinda","0541-742002","","","","-",""
"027.002","027",2,"Temindung / Samarinda","St. Lukas","Pastoran Katolik Jl Jend.A.Yani, Samarinda 75000,","Temindung","0541-741204","","","","Petrus Prillion, MSF",""
"027.003","027",3,"Mangkupalas / Samarinda Seberang","Hati Kudus Yesus","Gereja Katolik Mangkupalas, JL SMP Negeri  8, RT 33 Kel.Baqa Samarinda Seberang 75132,","Mangkupalas","","","","","-",""
"027.004","027",4,"Bontang","St. Yosef","Gereja Katolik St Yosef Bontang, Jl Attaka No.01, Kotak Pos 111,","Bontang","Grj: 0548-552227, 552226, Pastrn: 5552212 ","","","","-",""
"027.005","027",5,"Sangatta","St. Theresia","Gereja Katolik St.Theresia, Jl Mulawarman, Kab.Kutai Timur","Sangatta Utara","0549-21781","","","","-",""
"027.006","027",6,"Dahor / Kampung Baru / Balikpapan","St. Petrus & Paulus","Pastoran Katolik Jl Dahor No.1, Kotak Pos 357,","Balikpapan","0542-7516567","0542-419669","","","-",""
"027.007","027",7,"Prapatan - Balikpapan","St. Theresia","Gereja Katolik St Theresia, Jl Prapatan RT 30/11 No.1-A, PO Box 178","Balikpapan","0542-421952,  425737","","","","-",""
"027.008","027",8,"Sepinggan - Balikpapan","St. Martinus","Lanud Balikpapan, Jl Mulawarman, Sepinggan,","Balikpapan","0542-763423","","","","Agustinus Doni Tupen, MSF",""
"027.009","027",9,"Penajam","St. Maria Dari Fatima","Gereja Katolik St Maria, Jl Suka Maju No.62 RT 04, Gunung Seteleng, Kec.Penajam, Kab.Paser Utara,","Penajam","0542-7200486","","","","-",""
"027.010","027",10,"Tanah Grogot","Alleluya","Gereja Katolik Alleluya, Jl P.Hidayat No.50, PO Box 48, Kab.Pasir 76211.","Tanah Grogot","0543-21564","","","","-",""
"027.011","027",11,"Tenggarong","St. Pius X","Pastoran Katolik St Pius X, Jl Maduningrat No.29, Kotak Pos 116, Kab.Kutai Kartanegara,","Tenggarong","0541-661342","","","","-",""
"027.012","027",12,"Ritan Baru / Sungai Belayan","Gembala Baik","Pastoran Katolik Ritan Baru, Kec.Tabang, Kab.Kutai Kartanegara,","Ritan Baru","","","","","-",""
"027.013","027",13,"Tanjung Isuy","St. Arnoldus Janssen","Gereja Katolik Tanjung Isuy, Kab.Kutai Barat  (Pos: via K.A.Samarinda),","Tanjung Isuy","","","","","-",""
"027.014","027",14,"Long Bentuk","St. Paulus","Gereja Katolik Long Bentuk, Kutai Timur,","Long Bentuk","","","","","-",""
"027.015","027",15,"Nehas Liah Bing","St. Maria Ratu Damai","Pastoran Katolik Nehas Liah Bing, Kec.Muara Wahau, Kab.Kutai Timur,","Nehas Liah Bing","","","","","Adipati Yunus Alfred Manek, SVD",""
"027.016","027",16,"Lambing / Muara Lawa","St. Paulus","Pastoran Katolik Lambing, Kec.Muara Lawa, Kab. Kutai Barat,","Muara Lawa","","","","","-",""
"027.017","027",17,"Melak","St. Markus","Gereja Katolik St. Markus, Kec.Melak, Kab.Kutai Barat,","Melak","0545-41118","","","","-",""
"027.018","027",18,"Barong Tongkok","Kristus Raja","Pastoran Katolik Jl W.R. Soepratman No.04, RT 2,","Barong Tongkok","","","","","-",""
"027.019","027",19,"Tering","Keluarga Kudus","Pastoran Katolik Tering, Kec.Tering, Kab.Kutai Barat (Pos: via K.A.Samarinda),","Tering","","","","","-",""
"027.020","027",20,"Melapeh","St. Yohanes Penginjil","Pastrn Katolik St.Yohanes Penginjil, Jl.Maharaq Hajaq RT 04 Linggang Melapeh , Kec.Linggang Bigung, Kab.Kutai Barat,  ","Melapeh","","","","","-",""
"027.021","027",21,"Long Hubung","St. Maria","Gereja Katolik Desa Long Hubung, Kec.Long Hubung, Kab.Kutai Barat,","Long Hubung","","","","","-",""
"027.022","027",22,"Ujoh Bilang","St. Petrus","Pastoran Katolik St Petrus, Jl Lalang 1 Ujoh Bilang, Kec.Long Bangun, Kab.Kutai Barat, (Pos via: K.A.Samarinda),","Ujoh Bilang","","","","","-",""
"027.023","027",23,"Tiong Ohang","St. Paulus","Pastoran Katolik Tiong Ohang, Kec.Long Apari, Kab.Kutai Barat, (Pos via: K.A.Samarinda),","Tiong Ohang","","","","","-",""
"027.024","027",24,"Long Pahangai","St. Yoseph","Pastoran Katolik Desa Long Pahangai, Kec.Long Pahangai I, Kab.Kutai Barat,","Long Pahangai","","","","","-",""
"027.025","027",25,"Laham","Hati Kudus Yesus","Pastoran Katolik Laham, Desa Laham, Kec.Laham-Kutai Barat, (Pos via: K.A.Samarinda),","Laham","","","","","-",""
"028.001","028",1,"Batang Tarang","Hati Kudus Tuhan Yesus","Pastoran Katolik Batang Tarang 78563, Kal-Bar,","Batang Tarang, Sanggau","","","","","-",""
"028.002","028",2,"Entikong - Sontas","St. Yohanes Maria Vianey","Pastoran Katolik Entikong, Sontas 78556, Kal-Bar.","Entikong, Sontas","","","","","-",""
"028.003","028",3,"Erna (Kuasi Paroki)","St. Maria Bunda Allah","Pastrn Katolik Paroki Erna, d/a Sanggau Kapuas, Jl Jendal Sudirman No.43, Sanggau Kapuas 78511, Kal-Bar,","Erna, Sanggau","","","","","-",""
"028.004","028",4,"Jangkang - Balaisebut","St. Perawan Maria Di Angkat Ke Surga","Pastoran Katolik Jangkang Balaisebut 75591, Kal-Bar.","Jangkang, Balaisebut.","0868-12101096","","","","-",""
"028.005","028",5,"Kuala Dua","Gembala Yang Baik","Pastoran Katolik Kuala Dua, Kembayan 78533,","Kuala Dua, Kal-Bal","0868-12101097","","","","-",""
"028.006","028",6,"Lintang","St. Theresia dari Kanak-kanak Yesus","Pastoran Katolik Lintang, Sanggau Kapuas 78512,","Lintang, Kal-Bar","","","","","-",""
"028.007","028",7,"Meliau","St. Fransiskus Xaverius","Pastoran Katolik Meliau, Meliau 78571,","Meliau, Kal-Bar","","","","","-",""
"028.008","028",8,"Mukok","St. Paulus Rasul","Pastoran Katolik Mukok, Jl Transmigrasi No.43,","Mukok, Kal-Bar","","","","","-",""
"028.009","028",9,"Nanga Taman","Kristus Yesus Tersalib","Pastoran Katolik Nanga Taman 78584,","Nanga Taman, Kal-Bar","","","","","-",""
"028.010","028",10,"Nanga Mahap","Maria Bunda Allah","Paroki Nanga Mahap 78585,","Nanga Mahap, Kal-Bar","","","","","-",""
"028.011","028",11,"Pusat Damai","St. Maria Tak Bernoda","Pastoran Katolik Pusat Damai Parindu 78561,","Pusat Damai, Kal-Bar","0564-22495","0564-22495","","","-",""
"028.012","028",12,"Rawak","Hati Kudus Tuhan Yesus","Pastoran Katolik Rawak, Sekadau Hulu 78583,","Rawak, Kal-Bar","","","","","-",""
"028.013","028",13,"Katedral","Hati Kudus Yesus","Pastoran Katolik Sanggau, Jl Jend.Sudirman No.43, Sanggau Kapuas 78512,","Sanggau, Kal-Bar","0564-21221","","","","-",""
"028.014","028",14,"Sekadau","St. Petrus & Paulus Rasul","Pastoran Katolik Sekadau 78582,","Sekadau, Kal-Bar","0564-41004","","","","-",""
"028.015","028",15,"Sosok","Kristus Raja","Paroki Sosok, Tayan Hulu 78562,","Sosok, Kal-Bar","0563-2024208","","","","-",""
"028.016","028",16,"Sungai Ayak","St. Maria Yang Di Angkat Ke Surga","Pastoran Katolik Sungai Ayak, Belitang Hilir 78586,","Sungai Ayak, Kal-Bar","","","","","-",""
"028.017","028",17,"Tayan","St. Petrus Kanisius","Pastoran Katolik Tayan, Tayan Hilir 78564,","Tayan, Kal-Bar","","","","","-",""
"028.018","028",18,"Toba - Teraju","Kristus Raja","Pastoran Katolik Teraju, Toba 78572,","Toba, Kal-Bar","","","","","-",""
"028.019","028",19,"Balai Sepuak","Yesus Tersalib","Pastoran Katolik Balai Sepuak, Belitang Hulu 78587,","Balai Sepuak, Sanggau","","","","","-",""
"028.020","028",20,"Bonti","St. Alfonsus Maria De Liqueri","Pastoran Katolik Paroki Pusat Damai, Sanggau 78552,","Sanggau","","","","","-",""
"028.021","028",21,"Beduai","Salib Tersuci","Pastoran Katolik Beduai 78555, Kal-Bar.","Beduai, Sanggau","","","","","-",""
"028.022","028",22,"Sekayam - Balaikarangan","St. Paul Rasul","Pastoran Katolik Balaikarangan 78556,","Sekayam, Kal-Bar","0564-31098","","","","-",""
"028.023","028",23,"Tiong Ohang","St. Paulus","Pastoran Katolik Tiong Ohang, Kec.Long Apari, Kab.Kutai Barat, (Pos via: K.A.Samarinda),","Tiong Ohang","","","","","-",""
"028.024","028",24,"Ujoh Bilang","St. Petrus","Pastoran Katolik St Petrus, Jl Lalang 1 Ujoh Bilang, Kec.Long Bangun, Kab.Kutai Barat, (Pos via: K.A.Samarinda),","Ujoh Bilang","","","","","-",""
"028.025","028",25,"Laham","Hati Kudus Yesus","Pastoran Katolik Laham, Desa Laham, Kec.Laham-Kutai Barat, (Pos via: K.A.Samarinda),","Laham","","","","","-",""
"028.026","028",26,"Engkuni","St. Yakobus","Dilayani oleh Pastor Paroki Barong Tongkok","Engkuni","","","","","-",""
"028.027","028",27,"Mamahak Besar","St. Antonius","Dilayani oleh Pastor Paroki Ujoh Bilang,","Mamahak Besar","","","","","-",""
"028.028","028",28,"Long Lunuk","St. Yohanes Pemandi","Dilayani oleh Pastor Paroki Long Pahangai","Long Lunuk","","","","","-",""
"028.029","028",29,"Long Isun (Datah Suling)","St. Maria Magdalena","Dilayani oleh Pastor Paroki Long Pahangai,","Long Isun","","","","","-",""
"028.030","028",30,"Long Pakaq (Long Kuling)","Hati Yesus Maha Kudus","Dilayani oleh Pastor Paroki Long Pahangai,","Long Pakaq","","","","","-",""
"028.031","028",31,"Long Apari","St. Mikhael","Dilayani oleh Pastor Paroki Tiong Ohang,","Long Apari","","","","","-",""
"029.001","029",1,"Ambarawa/Santo Yusuf","St. Yusuf","Jl Mgr Soegijapranata No.56,","Ambarawa","0298-591028","0298-596344","","","-",""
"029.002","029",2,"Ambarawa / Bedono","St. Regina Pacis","Jl Raya Ambarawa Magelang KM 11 Bedono, Jambu 50663,","Ambarawa","0298-591202","","","","-",""
"029.003","029",3,"Sleman / Banteng","Keluarga Kudus","Jl Kaliurang Km 7,5 Banteng, Ngaglik, Sleman 55581,","Sleman, DIY","0274-880137","","","","-",""
"029.004","029",4,"Bantul/Klodran","St. Yakobus","Jl Mgr Soegijapranata No.1, Klodran, Bantul 55711,","Bantul, DIY","0274-367409","","","","-",""
"029.005","029",5,"Wonogiri / Baturetno","St. Yusuf","Pastoran Katolik Baturetno, Wonogiri 57673,","Wonogiri","0273-461020","","","","-",""
"029.006","029",6,"Kulon Progo / Boro","St. Theresia Lisieux","Banjar Asri, Kalibawang, Kulon Progo 55672,","Kulon Progo, DIY","0274-545335","","","","-",""
"029.007","029",7,"Boyolali","Hati Tak Bernoda St. Perawan Maria","Jl Merbabu No.24, Boyolali 57311,","Boyolali","0276-321107","0276-3295257","","","-",""
"029.008","029",8,"Boyolali / Simo","Hati Kudus Tuhan Yesus","Jl Kebon Ijo No.3, Pos Simo, Boyolali 57377","Boyolali","0276-3294814","","","","-",""
"029.009","029",9,"Wonogiri / Danan","St. Ignatius","Pastoran Katolik Danan, Sendang Agung Giriwoyo, Tromol Pos 9, Wonogiri 57675,","Wonogiri","0273-461391","","","","-",""
"029.010","029",10,"Klaten / Delanggu","St. Yohanes Rasul","Jl Stasiun No.53, Delanggu 57471,","Delanggu","","0272-551205","","","-",""
"029.011","029",11,"Sleman / Gamping","St. Maria Assumpta","Ambarketawang, Pos Gamping, Gamping 55294,","Gamping, DIY","0274-798748","","","","-",""
"029.012","029",12,"Bantul/Ganjuran","Hati Kudus Tuhan Yesus","Sumbermulyo, Bambanglipuro, Bantul Yogyakarta 55764","Bantul, DIY","0274-367154","","","","-",""
"029.013","029",13,"Ungaran / Girisonta","St. Stanislaus","Karangjati, Bergas, Ungaran 50552, Kab.Semarang.","Ungaran","0298-522123","0298-522220","","","-",""
"029.014","029",14,"Klaten / Jombor","St. Theresia","Pastoran Katolik Jombor, Ceper Klaten 57465,","Klaten","0272-325065","","","","-",""
"029.015","029",15,"Sleman / Kalasan","Marganingsih","Jl Solo Km 13, Kalasan, Sleman 55571,","Kalasan, DIY","0274-496023","","","","-",""
"029.016","029",16,"Sleman / Babadan","St. Petrus & Paulus","Babadan, Wedomartani, Ngemplak, Sleman 55571,","Babadan, DIY","","","","","-",""
